"filename", "language", "JSON", "C#", "XML", "ShaderLab", "HLSL", "Markdown", "HTML", "comment", "blank", "total"
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelContour.cs", "C#", 0, 621, 0, 0, 0, 0, 0, 82, 170, 873
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelMesh.cs", "C#", 0, 217, 0, 0, 0, 0, 0, 73, 64, 354
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelPolygonClipper.cs", "C#", 0, 122, 0, 0, 0, 0, 0, 45, 35, 202
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelRasterization.cs", "C#", 0, 533, 0, 0, 0, 0, 0, 159, 196, 888
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelRegion.cs", "C#", 0, 476, 0, 0, 0, 0, 0, 78, 157, 711
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelUtility.cs", "C#", 0, 39, 0, 0, 0, 0, 0, 8, 11, 58
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\Editor\LegacyAIPathEditor.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\Editor\LegacyEditorHelper.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\Editor\LegacyRVOControllerEditor.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\Editor\LegacyRichAIEditor.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\LegacyAIPath.cs", "C#", 0, 148, 0, 0, 0, 0, 0, 99, 53, 300
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\LegacyRVOController.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 20, 10, 56
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\LegacyRichAI.cs", "C#", 0, 176, 0, 0, 0, 0, 0, 64, 52, 292
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Legacy\MiscLegacy.cs", "C#", 0, 63, 0, 0, 0, 0, 0, 71, 19, 153
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\AdvancedSmooth.cs", "C#", 0, 387, 0, 0, 0, 0, 0, 44, 130, 561
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\AlternativePath.cs", "C#", 0, 62, 0, 0, 0, 0, 0, 17, 18, 97
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\FunnelModifier.cs", "C#", 0, 51, 0, 0, 0, 0, 0, 47, 11, 109
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\Modifiers.cs", "C#", 0, 48, 0, 0, 0, 0, 0, 26, 16, 90
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\RadiusModifier.cs", "C#", 0, 173, 0, 0, 0, 0, 0, 72, 40, 285
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\RaycastModifier.cs", "C#", 0, 181, 0, 0, 0, 0, 0, 83, 35, 299
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\SimpleSmoothModifier.cs", "C#", 0, 235, 0, 0, 0, 0, 0, 52, 80, 367
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Modifiers\StartEndModifier.cs", "C#", 0, 125, 0, 0, 0, 0, 0, 124, 36, 285
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Navmesh\NavmeshAdd.cs", "C#", 0, 139, 0, 0, 0, 0, 0, 71, 38, 248
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Navmesh\NavmeshCut.cs", "C#", 0, 262, 0, 0, 0, 0, 0, 167, 80, 509
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Navmesh\NavmeshUpdates.cs", "C#", 0, 155, 0, 0, 0, 0, 0, 85, 43, 283
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Navmesh\RelevantGraphSurface.cs", "C#", 0, 67, 0, 0, 0, 0, 0, 11, 17, 95
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Navmesh\TileHandlerHelper.cs", "C#", 0, 22, 0, 0, 0, 0, 0, 9, 5, 36
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\PackageTools\Editor\EditorBase.cs", "C#", 0, 187, 0, 0, 0, 0, 0, 6, 36, 229
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\PackageTools\Editor\EditorGUIx.cs", "C#", 0, 164, 0, 0, 0, 0, 0, 39, 43, 246
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\PackageTools\Editor\EnumFlagDrawer.cs", "C#", 0, 32, 0, 0, 0, 0, 0, 3, 5, 40
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\PackageTools\Editor\OptimizationHandler.cs", "C#", 0, 123, 0, 0, 0, 0, 0, 11, 21, 155
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\PackageTools\EnumFlagAttribute.cs", "C#", 0, 5, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\PackageTools\UniqueComponentAttribute.cs", "C#", 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\PackageTools\VersionedMonoBehaviour.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 12, 11, 54
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\ABPath.cs", "C#", 0, 387, 0, 0, 0, 0, 0, 260, 107, 754
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\ConstantPath.cs", "C#", 0, 118, 0, 0, 0, 0, 0, 74, 41, 233
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\FleePath.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 40, 5, 60
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\FloodPath.cs", "C#", 0, 123, 0, 0, 0, 0, 0, 61, 39, 223
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\FloodPathTracer.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 30, 18, 112
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\MultiTargetPath.cs", "C#", 0, 453, 0, 0, 0, 0, 0, 124, 123, 700
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\RandomPath.cs", "C#", 0, 153, 0, 0, 0, 0, 0, 73, 57, 283
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Pathfinders\XPath.cs", "C#", 0, 97, 0, 0, 0, 0, 0, 100, 31, 228
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\RVO\RVOController.cs", "C#", 0, 235, 0, 0, 0, 0, 0, 232, 60, 527
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\RVO\RVONavmesh.cs", "C#", 0, 71, 0, 0, 0, 0, 0, 30, 17, 118
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\RVO\RVOObstacle.cs", "C#", 0, 162, 0, 0, 0, 0, 0, 98, 55, 315
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\RVO\RVOSimulator.cs", "C#", 0, 115, 0, 0, 0, 0, 0, 54, 25, 194
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\RVO\RVOSquareObstacle.cs", "C#", 0, 41, 0, 0, 0, 0, 0, 5, 10, 56
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\TurnBased\BlockManager.cs", "C#", 0, 97, 0, 0, 0, 0, 0, 49, 24, 170
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\TurnBased\SingleNodeBlocker.cs", "C#", 0, 32, 0, 0, 0, 0, 0, 30, 8, 70
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\AnimationLinkTraverser.cs", "C#", 0, 47, 0, 0, 0, 0, 0, 14, 14, 75
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\AstarChecksum.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 6, 4, 22
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\AstarMemory.cs", "C#", 0, 50, 0, 0, 0, 0, 0, 48, 12, 110
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\AstarParallel.cs", "C#", 0, 72, 0, 0, 0, 0, 0, 25, 11, 108
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\AstarProfiler.cs", "C#", 0, 145, 0, 0, 0, 0, 0, 45, 36, 226
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\DotNetReplacements.cs", "C#", 0, 118, 0, 0, 0, 0, 0, 11, 35, 164
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\Funnel.cs", "C#", 0, 267, 0, 0, 0, 0, 0, 91, 75, 433
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\GraphGizmoHelper.cs", "C#", 0, 125, 0, 0, 0, 0, 0, 18, 22, 165
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\GraphUpdateUtilities.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 66, 12, 111
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\PathUtilities.cs", "C#", 0, 263, 0, 0, 0, 0, 0, 193, 81, 537
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\ProfileHelper.cs", "C#", 0, 99, 0, 0, 0, 0, 0, 5, 20, 124
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\RetainedGizmos.cs", "C#", 0, 243, 0, 0, 0, 0, 0, 80, 54, 377
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\Utilities\UnityReferenceHelper.cs", "C#", 0, 30, 0, 0, 0, 0, 0, 4, 5, 39
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\link.xml", "XML", 0, 0, 22, 0, 0, 0, 0, 0, 0, 22
"c:\Users\vardy\OneDrive\GardenHouse\Assets\AstarPathfindingProject\package.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Deer\Scripts\CameraFollow.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 2, 3, 17
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Deer\Scripts\CameraLookAt.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 2, 5, 17
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Deer\Scripts\Deer.cs", "C#", 0, 1079, 0, 0, 0, 0, 0, 307, 200, 1586
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Editor\PathologicalGames\Common\PGEditorUtils.cs", "C#", 0, 684, 0, 0, 0, 0, 0, 289, 172, 1145
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Editor\PathologicalGames\PoolManager\PreRuntimePoolItemInspector.cs", "C#", 0, 22, 0, 0, 0, 0, 0, 10, 8, 40
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Editor\PathologicalGames\PoolManager\SpawnPoolInspector.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 10, 15, 58
"c:\Users\vardy\OneDrive\GardenHouse\Assets\GardenHouse\3D SCRIPT\ExampleRenderScale.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\vardy\OneDrive\GardenHouse\Assets\GardenHouse\3D SHADER\Grass.shader", "ShaderLab", 0, 0, 0, 40, 0, 0, 0, 2, 9, 51
"c:\Users\vardy\OneDrive\GardenHouse\Assets\GardenHouse\3D SHADER\Terrain.shader", "ShaderLab", 0, 0, 0, 52, 0, 0, 0, 3, 6, 61
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\BackspaceKey.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 12, 6, 31
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\CancelKey.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 12, 5, 29
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\ClearKey.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 12, 6, 31
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Controller.cs", "C#", 0, 37, 0, 0, 0, 0, 0, 14, 13, 64
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\EnterKey.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 12, 5, 29
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Example\DemoScene.cs", "C#", 0, 78, 0, 0, 0, 0, 0, 40, 25, 143
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\HandCollider.cs", "C#", 0, 18, 0, 0, 0, 0, 0, 9, 6, 33
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Key.cs", "C#", 0, 109, 0, 0, 0, 0, 0, 42, 44, 195
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Keyboard.cs", "C#", 0, 311, 0, 0, 0, 0, 0, 114, 139, 564
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Layout.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 20, 21, 67
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\LayoutList.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 20, 7, 48
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Layouts\Dvorak.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 12, 10, 36
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Layouts\French.cs", "C#", 0, 25, 0, 0, 0, 0, 0, 13, 21, 59
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\LetterKey.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 12, 10, 48
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Mallet.cs", "C#", 0, 43, 0, 0, 0, 0, 0, 20, 18, 81
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\Placement.cs", "C#", 0, 120, 0, 0, 0, 0, 0, 15, 44, 179
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\ShiftKey.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 12, 9, 42
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\SpaceKey.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 12, 6, 31
"c:\Users\vardy\OneDrive\GardenHouse\Assets\IRONHEAD Games\VRKeys\Scripts\VRKeyboardManager.cs", "C#", 0, 93, 0, 0, 0, 0, 0, 22, 36, 151
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scenes\Scripts\TestScript.cs", "C#", 0, 22, 0, 0, 0, 0, 0, 4, 11, 37
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\AmbienceEmitter.cs", "C#", 0, 74, 0, 0, 0, 0, 0, 33, 12, 119
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\AudioManager.cs", "C#", 0, 294, 0, 0, 0, 0, 0, 101, 35, 430
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\AudioManager_Sound.cs", "C#", 0, 491, 0, 0, 0, 0, 0, 225, 83, 799
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\Editor\AudioImportPostProcessor.cs", "C#", 0, 28, 0, 0, 0, 0, 0, 14, 5, 47
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\Editor\AudioManagerInspector.cs", "C#", 0, 447, 0, 0, 0, 0, 0, 114, 71, 632
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\Editor\MinMaxPropertyDrawer.cs", "C#", 0, 42, 0, 0, 0, 0, 0, 20, 9, 71
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\Editor\MixerSnapshotPropertyDrawer.cs", "C#", 0, 24, 0, 0, 0, 0, 0, 15, 12, 51
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\Editor\OSPPropsPropertyDrawer.cs", "C#", 0, 42, 0, 0, 0, 0, 0, 18, 7, 67
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\Editor\SoundFXPropertyDrawer.cs", "C#", 0, 41, 0, 0, 0, 0, 0, 17, 10, 68
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\Editor\SoundFXRefPropertyDrawer.cs", "C#", 0, 41, 0, 0, 0, 0, 0, 14, 8, 63
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\MinMaxAttribute.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 7, 4, 27
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\SoundEmitter.cs", "C#", 0, 249, 0, 0, 0, 0, 0, 145, 40, 434
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\SoundFX.cs", "C#", 0, 206, 0, 0, 0, 0, 0, 75, 31, 312
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Audio\SoundFXRef.cs", "C#", 0, 58, 0, 0, 0, 0, 0, 69, 18, 145
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Utils\Editor\DrawerInspectorNote.cs", "C#", 0, 57, 0, 0, 0, 0, 0, 8, 13, 78
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Utils\FastList.cs", "C#", 0, 223, 0, 0, 0, 0, 0, 22, 39, 284
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\AudioManager\Scripts\Utils\InspectorNoteAttribute.cs", "C#", 0, 17, 0, 0, 0, 0, 0, 14, 5, 36
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\AvatarMaterialStateShader.cginc", "HLSL", 0, 0, 0, 0, 289, 0, 0, 0, 30, 319
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\AvatarPBRV2Simple.shader", "ShaderLab", 0, 0, 0, 49, 0, 0, 0, 4, 11, 64
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\AvatarSurfaceShader.shader", "ShaderLab", 0, 0, 0, 116, 0, 0, 0, 9, 17, 142
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\AvatarSurfaceShaderPBS.shader", "ShaderLab", 0, 0, 0, 61, 0, 0, 0, 4, 15, 80
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\AvatarSurfaceShaderPBSV2.shader", "ShaderLab", 0, 0, 0, 31, 0, 0, 0, 2, 6, 39
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\AvatarSurfaceShaderSelfOccluding.shader", "ShaderLab", 0, 0, 0, 143, 0, 0, 0, 10, 23, 176
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Expressive\AvatarEyeLens.shader", "ShaderLab", 0, 0, 0, 68, 0, 0, 0, 7, 12, 87
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Expressive\Avatar_Mobile_CombinedMeshExpressive.shader", "ShaderLab", 0, 0, 0, 185, 0, 0, 0, 48, 48, 281
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Expressive\Avatar_Mobile_SingleComponentExpressive.shader", "ShaderLab", 0, 0, 0, 186, 0, 0, 0, 44, 42, 272
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Expressive\Avatar_PC_SingleComponentExpressive.shader", "ShaderLab", 0, 0, 0, 148, 0, 0, 0, 33, 35, 216
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Version1.5\Avatar_Mobile_CombinedMesh.shader", "ShaderLab", 0, 0, 0, 131, 0, 0, 0, 40, 37, 208
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Version1.5\Avatar_Mobile_Loader.shader", "ShaderLab", 0, 0, 0, 94, 0, 0, 0, 18, 24, 136
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Version1.5\Avatar_Mobile_SingleComponent.shader", "ShaderLab", 0, 0, 0, 134, 0, 0, 0, 35, 31, 200
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Resources\Materials\Version1.5\Avatar_PC_SingleComponent.shader", "ShaderLab", 0, 0, 0, 74, 0, 0, 0, 21, 19, 114
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\AvatarGallery\Scripts\OvrAvatarTestDriver.cs", "C#", 0, 69, 0, 0, 0, 0, 0, 0, 10, 79
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\GripPoses\Scripts\PoseEditHelper.cs", "C#", 0, 27, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\LocalAvatar\Scripts\GazeTargetSpawner.cs", "C#", 0, 44, 0, 0, 0, 0, 0, 1, 4, 49
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\RemoteLoopback\Scripts\RemoteLoopbackManager.cs", "C#", 0, 127, 0, 0, 0, 0, 0, 0, 29, 156
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\SocialStarter\Assets\Scripts\P2PManager.cs", "C#", 0, 181, 0, 0, 0, 0, 0, 10, 42, 233
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\SocialStarter\Assets\Scripts\PlayerController.cs", "C#", 0, 71, 0, 0, 0, 0, 0, 13, 18, 102
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\SocialStarter\Assets\Scripts\RemotePlayer.cs", "C#", 0, 17, 0, 0, 0, 0, 0, 7, 9, 33
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\SocialStarter\Assets\Scripts\RoomManager.cs", "C#", 0, 167, 0, 0, 0, 0, 0, 16, 43, 226
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\SocialStarter\Assets\Scripts\SocialPlatformManager.cs", "C#", 0, 438, 0, 0, 0, 0, 0, 36, 114, 588
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Samples\SocialStarter\Assets\Scripts\VoipManager.cs", "C#", 0, 56, 0, 0, 0, 0, 0, 5, 12, 73
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\GazeTarget.cs", "C#", 0, 47, 0, 0, 0, 0, 0, 2, 8, 57
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatar.cs", "C#", 0, 1098, 0, 0, 0, 0, 0, 40, 174, 1312
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarAsset.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarAssetMesh.cs", "C#", 0, 232, 0, 0, 0, 0, 0, 3, 45, 280
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarAssetTexture.cs", "C#", 0, 66, 0, 0, 0, 0, 0, 0, 5, 71
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarBase.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarBody.cs", "C#", 0, 38, 0, 0, 0, 0, 0, 0, 6, 44
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarComponent.cs", "C#", 0, 127, 0, 0, 0, 0, 0, 0, 19, 146
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarDriver.cs", "C#", 0, 96, 0, 0, 0, 0, 0, 0, 13, 109
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarHand.cs", "C#", 0, 42, 0, 0, 0, 0, 0, 0, 7, 49
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarLocalDriver.cs", "C#", 0, 73, 0, 0, 0, 0, 0, 1, 11, 85
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarLogger.cs", "C#", 0, 39, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarMaterialManager.cs", "C#", 0, 350, 0, 0, 0, 0, 0, 28, 53, 431
"c:\Users\vardy\OneDrive\GardenHouse\Assets\Oculus\Avatar\Scripts\OvrAvatarPacket.cs", "C#", 0, 196, 0, 0, 0, 0, 0, 9, 27, 232
